text,label,original_index,cleaned_text
လူ စိတ် ရှိ တာ မ ဟုတ် ဘူး မြန်မာ ပြည် က စစ်တပ် လို လုပ် ချင် သလို လုပ် လို့ မ ရ လို့ ခု လက်ရှိ အာဏာ သိမ်း ထား တဲ့ ( ပရွတ် ) ဆို တဲ့ ဘိုးတော် လည်း မင်းအောင်လှိုင် လို ပဲ ( ဘုရင် စနစ် ရှိ နေ လို့ ) ထင် သလောက် လုပ် ခွင့် မ ရှိ တာ 🙃 စစတပ် ဆို ဘယ် မအေLoo စစ်တပ် မှ မ ကောင်း ဘူး 🤡,po,4358,လူ စိတ် ရှိ တာ မ ဟုတ် ဘူး မြန်မာ ပြည် စစ်တပ် လို လုပ် ချင် သလို လုပ် လို့ မ ရ လို့ ခု လက်ရှိ အာဏာ သိမ်း ထား တဲ့ ( ပရွတ် ) ဆို တဲ့ ဘိုးတော် လည်း မင်းအောင်လှိုင် လို ပဲ ( ဘုရင် စနစ် ရှိ နေ လို့ ) ထင် သလောက် လုပ် ခွင့် မ ရှိ တာ upside-down_face စစတပ် ဆို ဘယ် မအေLoo စစ်တပ် မ ကောင်း ဘူး clown_face
ဒီ စောက်ကောင် ကို နောက် ပွဲ တွေ မှာ ဒိုင် အနေနဲ့ တကယ် ကို မ မြင် ချင် တာ 😁,ab,12,ဒီ စောက်ကောင် ကို နောက် ပွဲ တွေ မှာ ဒိုင် အနေနဲ့ တကယ် ကို မ မြင် ချင် တာ beaming_face_with_smiling_eyes
ယောက်ျား ဖာသယ် တွေ အဲလို ဖာကျင့်ဖာကြံ ပဲ သူ တို့ တတ် တယ် သင်တန်း က စ ပြ တည်းက မ ဟုတ် တာ နဲ့ မ မှန် တာ အရင် သင် ပေး တာ ရဲ တွေ ပို ဆိုး တယ်,po,5351,ယောက်ျား ဖာသယ် တွေ အဲလို ဖာကျင့်ဖာကြံ ပဲ သူ တတ် တယ် သင်တန်း စ ပြ တည်းက မ ဟုတ် တာ နဲ့ မ မှန် တာ အရင် သင် ပေး တာ ရဲ တွေ ပို ဆိုး တယ်
စောက်ပို တွေ မ လုပ် နဲ့ ကျန် တဲ့ ရက် လည်း လူ အိပ် ချိန် မှ မီး ပေး ပြီး မနက် ပိုင်း မီး ဖျက် ထား တယ် ဘာ လဲ Night club နဲ့ K.T.V အတွက် ပဲ ပေး နေ တာ လား,ab,5991,စောက်ပို တွေ မ လုပ် နဲ့ ကျန် တဲ့ ရက် လည်း လူ အိပ် ချိန် မီး ပေး ပြီး မနက် ပိုင်း မီး ဖျက် ထား တယ် ဘာ လဲ Night club နဲ့ K.T.V ပဲ ပေး နေ တာ လား
ပြဿနာ ဖြစ် ရင် ပို ရှုပ် အောင် လုပ် ချင် ကြ တဲ့ သူ တွေ ... .. ရေရှည် ကို မ ကြည့် ရေတို သာ ကြည့် ပြီး သူတစ်ပါး အသက် အန္တရာယ် အတွက် မ စဥ်းစား ပေး တတ် ကြ တော့ ဘူး ကိုယ် လွတ် ဖို့ ပဲ တွေး တတ် ကြ တဲ့ တိရစ္ဆာန်သာသာ လူတန်းစား တွေ ပါ ပဲ,ab,2266,ပြဿနာ ဖြစ် ရင် ပို ရှုပ် အောင် လုပ် ချင် ကြ တဲ့ သူ တွေ ... .. ရေရှည် ကို မ ကြည့် ရေတို သာ ကြည့် ပြီး သူတစ်ပါး အသက် အန္တရာယ် မ စဥ်းစား ပေး တတ် ကြ တော့ ဘူး ကိုယ် လွတ် ဖို့ ပဲ တွေး တတ် ကြ တဲ့ တိရစ္ဆာန်သာသာ လူတန်းစား တွေ ပါ ပဲ
ဖြတ်လျှောက်မ ဘဝ က နေ ဘောမ ဘဝ အလိုလို ကူး တာ,po,6256,ဖြတ်လျှောက်မ ဘဝ နေ ဘောမ ဘဝ အလိုလို ကူး တာ
သူ မှန် သလို လို နဲ့ video တွေ တင် ထား တော့ ရှယ် ပဲ နော် မ သိ ရင် သူ မှန် သလို လို နဲ့,no,690,သူ မှန် သလို လို နဲ့ video တွေ တင် ထား တော့ ရှယ် ပဲ နော် မ သိ ရင် သူ မှန် သလို လို နဲ့
တော်တော်လေး ကို ကျက်သရေတုံး တဲ့ ခွေးဝဲစား ဂုတ်ကျား မင်းအောင်လှိုင်,ab,3033,တော်တော်လေး ကို ကျက်သရေတုံး တဲ့ ခွေးဝဲစား ဂုတ်ကျား မင်းအောင်လှိုင်
သတ္တိ ရှိ ရင် မင်းအောင်လှိုင် ဘောထမ်း ပြီး ငါ့ ကို အလေးလှမ်းပြု ဆို တဲ့ ကိုကြီး လည်း ပါ တယ် ဟ,po,491,သတ္တိ ရှိ ရင် မင်းအောင်လှိုင် ဘောထမ်း ပြီး ငါ့ ကို အလေးလှမ်းပြု ဆို တဲ့ ကိုကြီး လည်း ပါ တယ် ဟ
ဖင်အယားဆုံး လင်မယား တကယ် ောက်ပေါ တွေ ပါ ကွာ,ab,5276,ဖင်အယားဆုံး လင်မယား တကယ် ောက်ပေါ တွေ ပါ ကွာ
မိုက် လိုက် တာ ငါ့ သား ရာ us ရော un ရော ထည့် ပြော ပါ ဟ ဒါ မှ လိုက် တာ ပြီး ရင် ဘိုးတော် လည်း သေ လိုက် ပို ကောင်း သွား ရော,ab,6149,မိုက် လိုက် တာ ငါ့ သား ရာ us ရော un ရော ထည့် ပြော ပါ ဟ ဒါ လိုက် တာ ပြီး ရင် ဘိုးတော် လည်း သေ လိုက် ပို ကောင်း သွား ရော
အဲ့ ဘဲ တာဇံ ရုပ် နဲ့ လီး နဲ့ ဝိုင်း ထိုး ကြ မယ် 🤌,ab,3069,အဲ့ ဘဲ တာဇံ ရုပ် နဲ့ လီး နဲ့ ဝိုင်း ထိုး ကြ မယ် pinched_fingers
ဟို ကောင်မ က လိုင်း ပေါ် တက် ပြီး သူတော်ကောင်း ယောင်ဆောင် အသံ ထွက် နေ တာ ၊ ကမ္ဘာ ပေါ် မှာ အသံ ထွက် ဆုံး က မယားငယ် တွေ ပဲ လေ,ab,3207,ဟို ကောင်မ လိုင်း ပေါ် တက် ပြီး သူတော်ကောင်း ယောင်ဆောင် အသံ ထွက် နေ တာ ၊ ကမ္ဘာ ပေါ် မှာ အသံ ထွက် ဆုံး မယားငယ် တွေ ပဲ လေ
၁၃  က လူ တွေ အဲ့လို လွင့် ကြ တာ လား 🙂,no,5749,၁၃ လူ တွေ အဲ့လို လွင့် ကြ တာ လား slightly_smiling_face
နင့် $ဆင့် ကို သိပ် မ ဖော်ပြ နဲ့ 😄,ab,187,နင့် $ဆင့် ကို သိပ် မ ဖော်ပြ နဲ့ grinning_face_with_smiling_eyes
သမ္မတ ဝတ်ရုံ နဲ့ ပါ လား ခွေးမသား က,po,1414,သမ္မတ ဝတ်ရုံ နဲ့ ပါ လား ခွေးမသား
မ ဝယ် ကြ ပါ နဲ စောက်ပေါက်ဆိုး တယ်,ab,6172,မ ဝယ် ကြ ပါ နဲ စောက်ပေါက်ဆိုး တယ်
ငါ တို့ ပြည်သူလူထု အများစု က စောက်တုံး တွေ မ ဟုတ် ကြ တော့ ဘူး ဟ,po,3200,ငါ ပြည်သူလူထု အများစု စောက်တုံး တွေ မ ဟုတ် ကြ တော့ ဘူး ဟ
အဲ့ တော့ လီး ဖြစ် ရော လား ငါလိုး မီဒီယာ,ab,321,အဲ့ တော့ လီး ဖြစ် ရော လား ငါလိုး မီဒီယာ
စိတ်ညစ် နေ ပါ တယ် ဆို ရိုက်သတ် ချင် စိတ် တောင် ပေါက် လာ ပြီ,ab,1333,စိတ်ညစ် နေ ပါ တယ် ဆို ရိုက်သတ် ချင် စိတ် တောင် ပေါက် လာ ပြီ
ကဲ BBC က ချ ပြ နေ ပြီ ပြည်သူ ကို ကာကွယ် နေ သော လူသတ် ခိုးဆိုးလုနှိုက် အကြမ်းဖက် pdf အကြောင်း ကို ချ ပြ သွား ပြီ မုဒိမ်းမှု ဘာ ကြောင့် ချ မ ပြ တာ လဲ ဝင် ဆဲ ကြ လေ ထမိန်ချုံ တွေ,po,805,ကဲ BBC ချ ပြ နေ ပြီ ပြည်သူ ကို ကာကွယ် နေ လူသတ် ခိုးဆိုးလုနှိုက် အကြမ်းဖက် pdf ကို ချ ပြ သွား ပြီ မုဒိမ်းမှု ဘာ ကြောင့် ချ မ ပြ တာ လဲ ဝင် ဆဲ ကြ လေ ထမိန်ချုံ တွေ
ဖာ တွေ ထက် ရဲ တယ် အပြာကား ပဲ ရိုက် ပါ တော့ လား,ab,2088,ဖာ တွေ ထက် ရဲ တယ် အပြာကား ပဲ ရိုက် ပါ တော့ လား
အကြမ်းဖက် သူပုန် ခေါင်းဆောင် မင်းအောင်လှိုင် ကလိမ်ကကျစ်ဥာဏ် တွေ ထုတ် သုံး လို့ မ ပြီး သေး ဘူး လား,po,6158,အကြမ်းဖက် သူပုန် ခေါင်းဆောင် မင်းအောင်လှိုင် ကလိမ်ကကျစ်ဥာဏ် တွေ ထုတ် သုံး လို့ မ ပြီး သေး ဘူး လား
စစ်ခွေး တွေ က သူ တို့ သာ ရင် လူမဆန် စွာ နှိပ်စက် တယ် သူ တို့ မ နိုင် တဲ့ သူ နဲ့ တွေ့ ရင် ဖင်ခံ ဖို့ တောင် ဝန်မလေး ကြ ဘူး,po,823,စစ်ခွေး တွေ သူ သာ ရင် လူမဆန် စွာ နှိပ်စက် တယ် သူ မ နိုင် တဲ့ သူ နဲ့ တွေ့ ရင် ဖင်ခံ ဖို့ တောင် ဝန်မလေး ကြ ဘူး
