Priority,Description,Start Time,Duration
Minor, Read rate from datafile sfcubstab.24150.1188338563 is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:25 ",1h 38m
Minor, Read rate from datafile sfcubstab.23529.1183851057 is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:25 ",1h 18m
Minor, Read rate from datafile sfcubstab_122.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:25 ",1h 28m
Minor, Read rate from datafile sfcubstab_130.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:25 ",18m 59s
Minor, Read rate from datafile sfcubstab_177.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:25 ",1h 38m
Minor, Read rate from datafile sfcubstab_123.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:25 ",1h 28m
Minor, Read rate from datafile sfcubstab.2925.1157977273 is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:25 ",1h 22m
Minor, Read rate from datafile sfcubstab.17883.1179273817 is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:25 ",4h 32m
Minor, Read rate from datafile sfcubstab_176.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:25 ",1h 38m
Minor, Read rate from datafile sfcubstab.23420.1188339519 is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:25 ",1h 38m
Minor, Maximum query elapsed time is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 01:25 ",1m 56s
Minor, Query is taking high CPU time on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 01:25 ",1m 56s
Minor, High CPU utilization when waiting for I/O on AWS_CBS_Reporting_DB," Aug 01, 2025 01:25 ",5m 12s
Minor, Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 01:24 ",45s
Critical, Many container images are failed to pull/create/start on Kubernetes Cluster flexcube-cbs-mig-tkc," Aug 01, 2025 01:24 ",4m 16s
Minor, Write rate to datafile SFCUBSIDX_29.dbf is high on Oracle Database AWS_CBS_Reporting_DB:1665:KBZRPTDCPDB," Aug 01, 2025 01:23 ",1h 55m
Minor, Elapsed time of Oracle job is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 01:23 ",1m 6s
Minor, There are many waiting containers in pod aws-guardduty-agent-4jw5w of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 01:23 ",5m 28s
Minor, There are many waiting containers in pod obic-interest-extrp-service-9cd9c45b-v7mpg of namespace javaic on Kubernetes Cluster flexcube-cbs-uat-tkc," Aug 01, 2025 01:23 ",15m 25s
Minor, Buffer cache hit ratio is low on Oracle Database eG_Backend_DB_DR:1521:egrepdr," Aug 01, 2025 01:22 ",10m 3s
Minor, Load failures rate is high {CBSCustomerServiceBalance_1528\w3wp#6}," Aug 01, 2025 01:22 ",5m
Minor, Parse CPU to parse elapsed ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 01:22 ",1m 26s
Critical, Percentage of used total heap memory in the JVM of Oracle WebLogic IB_UAT_fcdbMServer2:17502 is high," Aug 01, 2025 01:21 ",5m 14s
Minor, Many blocked processes on eG_Backend_DB," Aug 01, 2025 01:21 ",1h 23m
Minor, Query is taking high CPU time on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 01:20 ",2m 16s
Minor, Read rate from datafile sfcubstab_162.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:20 ",2h 8m
Minor, Read rate from datafile sfcubstab_72.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:20 ",38m 19s
Minor, Read rate from datafile sfcubstab_103.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:20 ",38m 10s
Minor, Read rate from datafile sfcubstab.28472.1169989141 is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:20 ",1h 43m
Minor, Read rate from datafile sfcubstab.19506.1171463245 is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:20 ",1h 43m
Minor, Maximum query elapsed time is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 01:20 ",2m 16s
Minor, Read rate from datafile sfcubstab.13024.1166627343 is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:20 ",5h 42m
Minor, Read rate from datafile sfcubstab.24792.1184888163 is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:20 ",1h 43m
Minor, Read rate from datafile sfcubstab.20268.1170492617 is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:20 ",1h 43m
Minor, Read rate from datafile sfcubstab_173.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:20 ",2h 42m
Minor, Read rate from datafile sfcubstab_100.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:20 ",38m 19s
Minor, Read rate from datafile sfcubstab_126.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:20 ",38m 10s
Minor, Read rate from datafile sfcubstab.10095.1182533457 is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:20 ",1h 43m
Minor, Read rate from datafile sfcubstab.23195.1166627335 is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:20 ",1h 43m
Minor, Read rate from datafile sfcubstab.15926.1187346351 is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:20 ",1h 43m
Minor, Read rate from datafile sfcubstab.21448.1170492269 is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:20 ",1h 43m
Minor, Read rate from datafile sfcubstab.16693.1183851165 is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:20 ",1h 38m
Minor, Read rate from datafile sfcubstab.4318.1171462905 is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:20 ",1h 38m
Minor, Read rate from datafile sfcubstab.17067.1157977539 is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:20 ",6h 14m
Minor, Read rate from datafile sfcubstab_79.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:20 ",38m 11s
Minor, Read rate from datafile sfcubstab.22272.1179273917 is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:20 ",4h 43m
Minor, Read rate from datafile sfcubstab.9532.1173738119 is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:20 ",1h 38m
Minor, Read rate from datafile sfcubstab.4092.1157977211 is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:20 ",1h 48m
Minor, Read rate from datafile sfcubstab_161.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:20 ",1h 43m
Minor, Read rate from datafile sfcubstab_104.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:20 ",38m 17s
Minor, Read rate from datafile sfcubstab_77.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:20 ",38m 17s
Minor, Read rate from datafile sfcubstab.25264.1173738371 is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:20 ",1h 43m
Minor, Read rate from datafile sfcubstab_171.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:20 ",2h 42m
Minor, Read rate from datafile sfcubstab_120.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:20 ",1h 43m
Minor, Read rate from datafile sfcubstab_75.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:20 ",38m 17s
Minor, Read rate from datafile sfcubstab_129.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:20 ",38m 17s
Minor, Read rate from datafile sfcubstab.25030.1184886241 is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:20 ",1h 33m
Minor, Read rate from datafile sfcubstab.9663.1182533593 is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:20 ",1h 43m
Minor, Read rate from datafile sfcubstab.9630.1173738183 is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:20 ",1h 43m
Minor, Read rate from datafile sfcubstab.8776.1173737815 is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:20 ",1h 23m
Minor, Read rate from datafile sfcubstab.27977.1184888223 is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:20 ",1h 43m
Minor, Read rate from datafile sfcubstab.18983.1179273921 is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:20 ",4h 12m
Minor, Read rate from datafile sfcubstab_110.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:20 ",28m 57s
Minor, Read rate from datafile sfcubstab.11439.1173264065 is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:20 ",1h 38m
Minor, Read rate from datafile sfcubstab_102.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:20 ",38m 17s
Minor, Read rate from datafile sfcubstab_128.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:20 ",38m 17s
Minor, Read rate from datafile sfcubstab_106.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:20 ",38m 17s
Minor, Read rate from datafile sfcubstab.24611.1166627323 is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:20 ",1h 43m
Minor, Read rate from datafile sfcubstab.4595.1169989039 is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:20 ",1h 38m
Minor, Read rate from datafile sfcubstab.25586.1171463097 is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:20 ",1h 38m
Minor, Read rate from datafile sfcubstab.9368.1173738267 is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:20 ",1h 43m
Minor, Read rate from datafile sfcubstab_175.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:20 ",2h 42m
Minor, Read rate from datafile sfcubstab.25300.1188928765 is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:20 ",1h 38m
Minor, Read rate from datafile sfcubstab_109.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:20 ",28m 58s
Minor, Read rate from datafile sfcubstab_174.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:20 ",2h 42m
Minor, Read rate from datafile sfcubstab_124.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:20 ",1h 33m
Minor, Read rate from datafile sfcubstab.10407.1173263787 is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:20 ",1h 33m
Minor, Read rate from datafile sfcubstab_73.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:20 ",38m 17s
Minor, Read rate from datafile sfcubstab.5654.1188928791 is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:20 ",3h 23m
Critical, Many back-off restarting failed containers on Kubernetes Cluster flexcube-cbs-uat-tkc," Aug 01, 2025 01:20 ",4m 14s
Minor, One or more long running queries have been detected on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 01:20 ",2m 38s
Minor, Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 01:20 ",1m 2s
Critical, Many back off pulling images on Kubernetes Cluster flexcube-cbs-mig-tkc," Aug 01, 2025 01:19 ",23m 59s
Minor, Many blocked sessions on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 01:19 ",5m 9s
Minor, There have been many container termination failures for pod aws-guardduty-agent-4jw5w of namespace amazon-guardduty on Kubernetes Cluster NewCoreBankingProdEnv," Aug 01, 2025 01:18 ",5m 18s
Minor, Many backup {Summary}," Aug 01, 2025 01:18 ",5m 6s
Minor, Many backup {db-instance}," Aug 01, 2025 01:18 ",5m 6s
Major, Many user errors have been detected in Microsoft SQL server CBMNET_FIGW_DB_SERVER_DR:1433's error log," Aug 01, 2025 01:18 ",1h
Minor, Elapsed time of Oracle job is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 01:18 ",1m
Minor, Average exclusive lock wait time is high on SAP HANA Database KBZ-PRD-DB-SYSDB:35015," Aug 01, 2025 01:18 ",14m 24s
Minor, Parse CPU to parse elapsed ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 01:16 ",1m 42s
Minor, Many maintenance {system-update}," Aug 01, 2025 01:16 ",5m 15s
Minor, Many maintenance {system-update}," Aug 01, 2025 01:16 ",6m 1s
Minor, Many maintenance {Summary}," Aug 01, 2025 01:16 ",5m 17s
Minor, Many maintenance {Summary}," Aug 01, 2025 01:16 ",6m 3s
Minor, Many blocked connections for user KBZREPS on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 01:16 ",10m
Minor, Write rate to datafile sfcubstab.17067.1157977539 is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:15 ",1h 32m
Minor, Read rate from datafile sfcubstab_82.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:15 ",43m 6s
Minor, Read rate from datafile sfcubstab_148.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:15 ",43m 6s
Minor, Read rate from datafile sfcubstab_99.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:15 ",43m 15s
Minor, Read rate from datafile sfcubstab_149.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:15 ",43m 6s
Minor, Read rate from datafile sfcubstab.23955.1188928783 is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:15 ",2h 52m
Minor, Read rate from datafile sfcubstab.16996.1157977517 is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:15 ",6h 19m
Minor, Read rate from datafile sfcubstab_87.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:15 ",43m 15s
Minor, Read rate from datafile sfcubstab.17689.1157977749 is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:15 ",6h 19m
Minor, Read rate from datafile sfcubstab_150.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:15 ",43m 15s
Minor, Read rate from datafile sfcubstab.17567.1157977769 is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:15 ",6h 19m
Minor, Read rate from datafile sfcubstab.24406.1179273923 is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:15 ",4h 48m
Minor, Read rate from datafile sfcubstab_105.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:15 ",43m 6s
Minor, Read rate from datafile sfcubstab_151.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:15 ",43m 6s
Minor, Read rate from datafile sfcubstab_101.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:15 ",43m 6s
Minor, Read rate from datafile sfcubstab_88.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:15 ",43m 6s
Minor, Read rate from datafile sfcubstab.13326.1166627351 is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:15 ",4h 48m
Minor, Many redo log space requests have been issued on Oracle Database on Cloud APIRDB:1580," Aug 01, 2025 01:15 ",20m 12s
Minor, Many redo buffer entries exist on Oracle Database on Cloud APIRDB:1580," Aug 01, 2025 01:15 ",20m 12s
Minor, Maximum query elapsed time is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 01:15 ",2m 2s
Minor, Query is taking high CPU time on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 01:15 ",2m 2s
Minor, Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 01:15 ",1m 2s
Minor, There are many waiting containers in pod obic-interest-extrp-service-9cd9c45b-v5k4x of namespace javaic on Kubernetes Cluster flexcube-cbs-uat-tkc," Aug 01, 2025 01:14 ",18m 53s
Minor, Many instances have been removed recently from AWS Cloud cbs-reporting-prd," Aug 01, 2025 01:14 ",5m 23s
Major, High CPU utilization when waiting for I/O on AWS_CBS_Reporting_DB," Aug 01, 2025 01:14 ",10m 28s
Minor, Many instances have been removed recently from AWS Cloud HRIS_Prod," Aug 01, 2025 01:13 ",5m 24s
Minor, Average latency for write operations is high in the FCP {port.3c [50:0a:09:83:80:63:2c:23]}," Aug 01, 2025 01:13 ",1h
Minor, Many instances have been removed recently from AWS Cloud p2p-sap-hana-prd," Aug 01, 2025 01:13 ",5m 16s
Major, CPU utilization is high for EC2 instance -:i-07d378eca4a2a1956 in region ap-southeast-1. This instance is hosted on AWS Cloud flexcube-corebanking-prd," Aug 01, 2025 01:12 ",16m 21s
Critical, Many scans for free space on Microsoft SQL server CBMNET_FIGW_DB_SERVER_DC:1433," Aug 01, 2025 01:11 ",25m 20s
Minor, Parse CPU to parse elapsed ratio is low on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDC," Aug 01, 2025 01:11 ",2m 3s
Minor, Memory utilization is high on apisys-prod-zb.kbzbank.com," Aug 01, 2025 01:11 ",16m 6s
Minor, Read rate from datafile sfcubstab_167.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:11 ",4h 47m
Minor, Read rate from datafile sfcubstab_166.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:11 ",2h 52m
Minor, Read rate from datafile sfcubstab_164.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:11 ",2h 27m
Minor, Read rate from datafile sfcubstab_136.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:11 ",47m 50s
Minor, Read rate from datafile sfcubstab_127.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:11 ",47m 51s
Minor, Read rate from datafile sfcubstab_36.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:11 ",47m 50s
Minor, Read rate from datafile sfcubstab_90.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:11 ",47m 50s
Minor, Read rate from datafile sfcubstab_76.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:11 ",47m 59s
Minor, Read rate from datafile sfcubstab_170.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:11 ",2h 52m
Minor, Read rate from datafile sfcubstab_89.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:11 ",47m 50s
Minor, Read rate from datafile sfcubstab_85.dbf is high on Oracle Database ONPREM_KBZPRDDCPDB_PDB:1580:KBZPRDDCPDB," Aug 01, 2025 01:11 ",47m 50s
Minor, Query is taking high CPU time on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 01:10 ",2m 26s
Minor, Maximum query elapsed time is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 01:10 ",2m 26s
Major, Many unhealthy instances exist on load balancer app/flexcube-loadbalancer-prod1/dd97bd39a3f8c9b6 of AWS Cloud flexcube-corebanking-prd," Aug 01, 2025 01:10 ",6m 5s
Minor, Many blocked connections for user _BACKGROUND on Oracle Database eG_Backend_DB:1521:egrepdc," Aug 01, 2025 01:10 ",10m 25s
Minor, Percentage of long table scans is high on Oracle Database BI_Reporting_Prod_DB:1665:KBZRPTDCPDB," Aug 01, 2025 01:10 ",45s
